Theme,date,date_name,geography_code,geography_name,geography_type,variable_code,variable_name,measures_code,measures_name,value
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,21001,Numerator,4700
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,20599,Variable,13.2
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,21001,Numerator,101200
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,20599,Variable,10.5
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,21001,Numerator,80200
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,20599,Variable,20.1
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,21001,Numerator,153400
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.9
economic_inactivity,2019-06-01,Jul 2018-Jun 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,21001,Numerator,611100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,20599,Variable,24.3
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,397400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,40.4
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,117500
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,122700
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,20599,Variable,29.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,157200
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,118,% who are economically inactive - aged 65+,21001,Numerator,466100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1493,% of economically inactive student,20599,Variable,24
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1493,% of economically inactive student,21001,Numerator,95400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1494,% of economically inactive looking after family/home,20599,Variable,22.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1494,% of economically inactive looking after family/home,21001,Numerator,89400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1495,% of economically inactive temporary sick,20599,Variable,2.8
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1495,% of economically inactive temporary sick,21001,Numerator,11300
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1496,% of economically inactive long-term sick,20599,Variable,27.8
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1496,% of economically inactive long-term sick,21001,Numerator,110600
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1497,% of economically inactive discouraged,20599,Variable,NA
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1497,% of economically inactive discouraged,21001,Numerator,NA
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1498,% of economically inactive retired,20599,Variable,13.3
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1498,% of economically inactive retired,21001,Numerator,52800
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1499,% of economically inactive other,20599,Variable,9.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1499,% of economically inactive other,21001,Numerator,36500
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1487,% of economically inactive who want a job,20599,Variable,21.8
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1487,% of economically inactive who want a job,21001,Numerator,86500
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1488,% of economically inactive who do not want a job,20599,Variable,78.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000001,North East,regions,1488,% of economically inactive who do not want a job,21001,Numerator,310900
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,20599,Variable,22.6
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,1016200
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,42.1
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,324400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,12.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,298900
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,20599,Variable,27.8
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,392900
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.4
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,118,% who are economically inactive - aged 65+,21001,Numerator,1204300
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1493,% of economically inactive student,20599,Variable,26.4
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1493,% of economically inactive student,21001,Numerator,268400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1494,% of economically inactive looking after family/home,20599,Variable,21.7
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1494,% of economically inactive looking after family/home,21001,Numerator,220100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1495,% of economically inactive temporary sick,20599,Variable,1.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1495,% of economically inactive temporary sick,21001,Numerator,19500
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1496,% of economically inactive long-term sick,20599,Variable,26.4
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1496,% of economically inactive long-term sick,21001,Numerator,268100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1497,% of economically inactive discouraged,20599,Variable,0.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1497,% of economically inactive discouraged,21001,Numerator,5200
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1498,% of economically inactive retired,20599,Variable,13.3
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1498,% of economically inactive retired,21001,Numerator,134800
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1499,% of economically inactive other,20599,Variable,9.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1499,% of economically inactive other,21001,Numerator,100100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1487,% of economically inactive who want a job,20599,Variable,17.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1487,% of economically inactive who want a job,21001,Numerator,178300
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1488,% of economically inactive who do not want a job,20599,Variable,82.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000002,North West,regions,1488,% of economically inactive who do not want a job,21001,Numerator,837900
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,20599,Variable,22.7
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,768300
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,40.4
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,248300
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,14.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,248500
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,20599,Variable,25.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,271400
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,21001,Numerator,905200
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,20599,Variable,28
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,21001,Numerator,214800
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,20599,Variable,23
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,21001,Numerator,177000
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,20599,Variable,1.3
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,21001,Numerator,9900
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,20599,Variable,23.5
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,21001,Numerator,180200
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,20599,Variable,0.6
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,21001,Numerator,4600
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,20599,Variable,12.7
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,21001,Numerator,97700
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,20599,Variable,10.9
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,21001,Numerator,84100
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,20599,Variable,20.2
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,21001,Numerator,155600
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.8
economic_inactivity,2019-09-01,Oct 2018-Sep 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,21001,Numerator,612700
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,20599,Variable,25
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,409900
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,41.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,119300
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,16.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,131000
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,20599,Variable,29.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,159500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.8
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,118,% who are economically inactive - aged 65+,21001,Numerator,467500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1493,% of economically inactive student,20599,Variable,23.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1493,% of economically inactive student,21001,Numerator,96600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1494,% of economically inactive looking after family/home,20599,Variable,22.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1494,% of economically inactive looking after family/home,21001,Numerator,92800
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1495,% of economically inactive temporary sick,20599,Variable,2.8
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1495,% of economically inactive temporary sick,21001,Numerator,11500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1496,% of economically inactive long-term sick,20599,Variable,28.4
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1496,% of economically inactive long-term sick,21001,Numerator,116300
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1497,% of economically inactive discouraged,20599,Variable,0.5
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1497,% of economically inactive discouraged,21001,Numerator,1900
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1498,% of economically inactive retired,20599,Variable,12.9
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1498,% of economically inactive retired,21001,Numerator,53000
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1499,% of economically inactive other,20599,Variable,9.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1499,% of economically inactive other,21001,Numerator,37800
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1487,% of economically inactive who want a job,20599,Variable,22.9
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1487,% of economically inactive who want a job,21001,Numerator,93800
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1488,% of economically inactive who do not want a job,20599,Variable,77.1
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000001,North East,regions,1488,% of economically inactive who do not want a job,21001,Numerator,316200
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,20599,Variable,22.3
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,1001000
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,41.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,319400
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,13
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,299500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,20599,Variable,27
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,382100
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,118,% who are economically inactive - aged 65+,21001,Numerator,1206600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1493,% of economically inactive student,20599,Variable,26.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1493,% of economically inactive student,21001,Numerator,266500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1494,% of economically inactive looking after family/home,20599,Variable,21.4
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1494,% of economically inactive looking after family/home,21001,Numerator,214500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1495,% of economically inactive temporary sick,20599,Variable,1.9
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1495,% of economically inactive temporary sick,21001,Numerator,19200
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1496,% of economically inactive long-term sick,20599,Variable,27.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1496,% of economically inactive long-term sick,21001,Numerator,271900
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1497,% of economically inactive discouraged,20599,Variable,0.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1497,% of economically inactive discouraged,21001,Numerator,5700
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1498,% of economically inactive retired,20599,Variable,12.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1498,% of economically inactive retired,21001,Numerator,126400
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1499,% of economically inactive other,20599,Variable,9.7
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1499,% of economically inactive other,21001,Numerator,96800
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1487,% of economically inactive who want a job,20599,Variable,17.9
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1487,% of economically inactive who want a job,21001,Numerator,179400
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1488,% of economically inactive who do not want a job,20599,Variable,82.1
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000002,North West,regions,1488,% of economically inactive who do not want a job,21001,Numerator,821600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,20599,Variable,22.8
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,770100
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,40.8
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,249600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,14.5
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,248100
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,20599,Variable,25.9
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,272500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.1
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,118,% who are economically inactive - aged 65+,21001,Numerator,907500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,20599,Variable,27.3
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1493,% of economically inactive student,21001,Numerator,210300
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,20599,Variable,23.4
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1494,% of economically inactive looking after family/home,21001,Numerator,180400
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,20599,Variable,1.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1495,% of economically inactive temporary sick,21001,Numerator,12500
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,20599,Variable,23.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1496,% of economically inactive long-term sick,21001,Numerator,178800
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,20599,Variable,0.6
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1497,% of economically inactive discouraged,21001,Numerator,5000
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,20599,Variable,12.5
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1498,% of economically inactive retired,21001,Numerator,96600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,20599,Variable,11.2
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1499,% of economically inactive other,21001,Numerator,86600
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,20599,Variable,20.3
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1487,% of economically inactive who want a job,21001,Numerator,156400
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,20599,Variable,79.7
economic_inactivity,2019-12-01,Jan 2019-Dec 2019,E12000003,Yorkshire and The Humber,regions,1488,% of economically inactive who do not want a job,21001,Numerator,613700
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,20599,Variable,24.6
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,111,% who are economically inactive - aged 16-64,21001,Numerator,401900
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,20599,Variable,40.1
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1219,% who are economically inactive - aged 16-24,21001,Numerator,116100
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,20599,Variable,15.8
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1220,% who are economically inactive - aged 25-49,21001,Numerator,127900
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,20599,Variable,29.3
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,117,% who are economically inactive - aged 50-64,21001,Numerator,157900
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,118,% who are economically inactive - aged 65+,20599,Variable,91.6
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,118,% who are economically inactive - aged 65+,21001,Numerator,468000
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1493,% of economically inactive student,20599,Variable,22.8
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1493,% of economically inactive student,21001,Numerator,91700
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1494,% of economically inactive looking after family/home,20599,Variable,22.8
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1494,% of economically inactive looking after family/home,21001,Numerator,91800
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1495,% of economically inactive temporary sick,20599,Variable,2.7
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1495,% of economically inactive temporary sick,21001,Numerator,10800
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1496,% of economically inactive long-term sick,20599,Variable,28.7
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1496,% of economically inactive long-term sick,21001,Numerator,115400
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1497,% of economically inactive discouraged,20599,Variable,0.5
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1497,% of economically inactive discouraged,21001,Numerator,2100
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1498,% of economically inactive retired,20599,Variable,13.1
economic_inactivity,2020-03-01,Apr 2019-Mar 2020,E12000001,North East,regions,1498,% of economically inactive retired,21001,Numerator,52500
